id,uid,name,time,duration
572536,B04,SpringBoard,1287625708,4
572537,B04,com.apple.mobilemail,1287625712,41
572538,B04,SpringBoard,1287625753,6
572539,B04,com.groupon.grouponapp,1287625759,54
572540,B04,SpringBoard,1287626216,5
572541,B04,com.apple.MobileSMS,1287626221,17
572542,B04,SpringBoard,1287626568,3
572543,B04,SpringBoard,1287630698,59
572544,B04,com.apple.MobileSMS,1287631003,3
572545,B04,SpringBoard,1287631006,1
572546,B04,com.apple.mobilemail,1287631007,16
572547,B04,SpringBoard,1287631023,2
572548,B04,com.apple.mobilesafari,1287631199,3
572549,B04,SpringBoard,1287631202,18
572550,B04,SpringBoard,1287631274,2
572551,B04,com.apple.MobileSMS,1287631969,117
572552,B04,SpringBoard,1287632086,6
572553,B04,com.facebook.Facebook,1287632092,28
572554,B04,com.apple.MobileSMS,1287632170,23
572555,B04,SpringBoard,1287632795,83
572556,B04,com.apple.mobilemail,1287632878,5
572557,B04,SpringBoard,1287633293,3
572558,B04,com.apple.MobileSMS,1287636410,8
572559,B04,SpringBoard,1287636418,2
572560,B04,com.apple.mobilemail,1287636420,33
572561,B04,SpringBoard,1287636453,4
572562,B04,com.facebook.Facebook,1287636457,36
572563,B04,SpringBoard,1287636493,1
572564,B04,com.apple.mobilesafari,1287636494,28
572565,B04,SpringBoard,1287636725,4
572566,B04,com.apple.mobilemail,1287636729,36
572567,B04,SpringBoard,1287636765,8
572568,B04,com.weather.TWC,1287637093,16
572569,B04,SpringBoard,1287637109,3
572570,B04,com.apple.mobilemail,1287637112,2
572571,B04,com.apple.MobileSMS,1287637632,9
572572,B04,SpringBoard,1287637641,14
572573,B04,SpringBoard,1287639893,6
572574,B04,com.groupon.grouponapp,1287639899,31
572575,B04,SpringBoard,1287639930,2
572576,B04,com.apple.mobilesafari,1287639932,44
572577,B04,SpringBoard,1287639976,7
572578,B04,com.facebook.Facebook,1287639983,67
572579,B04,SpringBoard,1287644419,1190
572580,B04,com.groupon.grouponapp,1287645609,27
572581,B04,SpringBoard,1287645636,3
572582,B04,com.apple.mobilemail,1287645639,11
572583,B04,SpringBoard,1287645650,2
572584,B04,com.apple.mobilesafari,1287645652,623
572585,B04,SpringBoard,1287669946,5
572586,B04,com.livingsocial.deals,1287669951,16
572587,B04,SpringBoard,1287669967,1
572588,B04,com.apple.mobilemail,1287669968,34
572589,B04,SpringBoard,1287670002,4
572590,B04,com.apple.mobilesafari,1287670006,47
572591,B04,SpringBoard,1287670053,1332
572592,B04,com.apple.mobilesafari,1287671385,21
572593,B04,SpringBoard,1287674089,8
572594,B04,com.apple.mobileslideshow-Photos,1287674097,78
572595,B04,SpringBoard,1287674175,3784
572596,B04,com.apple.mobilemail,1287677959,28
572597,B04,SpringBoard,1287677987,10
572598,B04,com.apple.MobileSMS,1287677997,3
572599,B04,SpringBoard,1287678000,1
572600,B04,com.apple.mobileslideshow-Photos,1287678001,105
572601,B04,SpringBoard,1287678106,115
572602,B04,com.apple.calculator,1287678221,26
572603,B04,SpringBoard,1287678247,220
572604,B04,com.apple.weather,1287678467,7
572605,B04,SpringBoard,1287678474,1954
572606,B04,SpringBoard,1287682909,3
572607,B04,com.apple.MobileSMS,1287684590,26
572608,B04,SpringBoard,1287691642,8
572609,B04,com.apple.mobilemail,1287691650,39
572610,B04,SpringBoard,1287693516,3
572611,B04,com.apple.mobilemail,1287693519,18
572612,B04,SpringBoard,1287693605,2
572613,B04,com.apple.mobilesafari,1287693607,22
572614,B04,com.apple.mobilemail,1287693796,822
572615,B04,SpringBoard,1287694618,2
572616,B04,com.apple.calculator,1287694620,95
572617,B04,SpringBoard,1287695159,17
572618,B04,com.apple.mobilephone,1287695176,36
572619,B04,SpringBoard,1287695212,2
572620,B04,com.apple.MobileSMS,1287695214,42
572621,B04,SpringBoard,1287695256,3
572622,B04,com.apple.mobilesafari,1287695259,13
572623,B04,SpringBoard,1287695272,6
572624,B04,com.apple.MobileSMS,1287695278,35
572625,B04,SpringBoard,1287695316,15
572626,B04,SpringBoard,1287695444,9
572627,B04,com.groupon.grouponapp,1287695453,31
572628,B04,SpringBoard,1287695484,20
572629,B04,com.weather.TWC,1287695504,44
572630,B04,SpringBoard,1287695548,1
572631,B04,SpringBoard,1287695799,3
572632,B04,com.apple.MobileSMS,1287698035,1
572633,B04,SpringBoard,1287698036,1
572634,B04,com.apple.mobilesafari,1287698037,40
572635,B04,SpringBoard,1287698077,15
572636,B04,SpringBoard,1287699115,3
572637,B04,com.apple.MobileSMS,1287699129,15
572638,B04,com.apple.MobileSMS,1287700267,5
572639,B04,com.apple.MobileSMS,1287700685,38
572640,B04,SpringBoard,1287700723,3
572641,B04,com.apple.MobileSMS,1287700738,8
572642,B04,SpringBoard,1287700746,15
572643,B04,SpringBoard,1287701013,3
572644,B04,com.apple.MobileSMS,1287701102,3
572645,B04,SpringBoard,1287701321,2
572646,B04,com.apple.mobilesafari,1287701323,1
572647,B04,SpringBoard,1287701324,2
572648,B04,com.apple.MobileSMS,1287701326,5
572649,B04,SpringBoard,1287701331,2
572650,B04,com.apple.mobiletimer,1287701333,57
572651,B04,SpringBoard,1287701390,2
572652,B04,com.apple.MobileSMS,1287701392,2
572653,B04,SpringBoard,1287701394,15
572654,B04,SpringBoard,1287702134,2
572655,B04,com.apple.MobileSMS,1287702136,14
572656,B04,SpringBoard,1287703877,27
572657,B04,SpringBoard,1287703944,25
572658,B04,SpringBoard,1287704607,123
572659,B04,com.apple.MobileSMS,1287704730,28
572660,B04,SpringBoard,1287704758,3
572661,B04,com.facebook.Facebook,1287704761,12
572662,B04,SpringBoard,1287706516,5
572663,B04,com.apple.MobileSMS,1287706521,31
572664,B04,com.apple.MobileSMS,1287706569,42
572665,B04,SpringBoard,1287706661,6
572666,B04,com.apple.Maps,1287712583,9
572667,B04,SpringBoard,1287712592,4
572668,B04,com.apple.MobileSMS,1287712596,18
572669,B04,SpringBoard,1287712616,15
572670,B04,SpringBoard,1287712686,3
572671,B04,com.apple.mobilephone,1287712689,11
572672,B04,SpringBoard,1287712700,15
572673,B04,SpringBoard,1287715153,3
572674,B04,com.apple.MobileSMS,1287715183,17
572675,B04,com.apple.MobileSMS,1287715849,8
572676,B04,SpringBoard,1287718625,2
572677,B04,com.apple.mobilephone,1287721168,4
572678,B04,SpringBoard,1287721606,21
572679,B04,com.apple.MobileSMS,1287722146,9
572680,B04,com.apple.MobileSMS,1287724362,4
572681,B04,com.apple.MobileSMS,1287724468,15
572682,B04,com.apple.MobileSMS,1287727439,14
572683,B04,SpringBoard,1287727453,6
572684,B04,com.groupon.grouponapp,1287727459,56
572685,B04,SpringBoard,1287727515,3
572686,B04,com.groupon.grouponapp,1287727518,19
572687,B04,SpringBoard,1287727537,3
572688,B04,com.apple.mobilemail,1287727540,26
572689,B04,SpringBoard,1287727566,7
572690,B04,com.apple.mobilesafari,1287727573,83
572691,B04,SpringBoard,1287727656,5
572692,B04,com.livingsocial.deals,1287727661,12
572693,B04,SpringBoard,1287727728,15
572694,B04,com.apple.mobilemail,1287727743,8
572695,B04,SpringBoard,1287727751,1
572696,B04,com.apple.mobilesafari,1287727752,8
572697,B04,SpringBoard,1287750930,2
572698,B04,com.apple.mobilesafari,1287751028,55
572699,B04,com.apple.mobilesafari,1287759189,4
572700,B04,SpringBoard,1287759193,5
572701,B04,com.apple.MobileSMS,1287759198,26
572702,B04,SpringBoard,1287759224,4
572703,B04,com.livingsocial.deals,1287759228,148
572704,B04,SpringBoard,1287759376,21
572705,B04,com.facebook.Facebook,1287759397,66
572706,B04,SpringBoard,1287759463,4
572707,B04,com.apple.mobilemail,1287759467,39
572708,B04,SpringBoard,1287763915,4
572709,B04,com.apple.MobileSMS,1287766045,3
572710,B04,SpringBoard,1287766048,3
572711,B04,com.apple.MobileSMS,1287766666,7
572712,B04,SpringBoard,1287766673,1
572713,B04,com.apple.mobilesafari,1287766674,22
572714,B04,SpringBoard,1287766696,2
572715,B04,com.apple.mobilemail,1287767131,2
572716,B04,SpringBoard,1287767133,2
572717,B04,com.apple.MobileSMS,1287767135,32
572718,B04,com.apple.mobilemail,1287767482,55
572719,B04,SpringBoard,1287767537,1
572720,B04,com.apple.mobilesafari,1287767538,12
572721,B04,SpringBoard,1287767550,7
572722,B04,com.facebook.Facebook,1287767557,178
572723,B04,com.facebook.Facebook,1287769173,3
572724,B04,SpringBoard,1287769176,4
572725,B04,com.apple.MobileSMS,1287769180,14
572726,B04,com.apple.MobileSMS,1287771069,27
572727,B04,SpringBoard,1287771096,1
572728,B04,com.apple.mobilesafari,1287771097,50
572729,B04,SpringBoard,1287771149,8
572730,B04,com.apple.MobileSMS,1287774119,20
572731,B04,SpringBoard,1287774509,3
572732,B04,com.apple.MobileSMS,1287774512,23
572733,B04,com.apple.MobileSMS,1287774579,8
572734,B04,com.apple.mobilemail,1287775409,75
572735,B04,SpringBoard,1287775484,1
572736,B04,com.apple.mobilesafari,1287775485,44
572737,B04,com.apple.mobilesafari,1287776631,17
572738,B04,SpringBoard,1287776648,2
572739,B04,com.apple.mobilemail,1287776650,7
572740,B04,SpringBoard,1287776657,3
572741,B04,com.facebook.Facebook,1287776660,88
572742,B04,SpringBoard,1287777177,5
572743,B04,com.apple.mobileslideshow-Camera,1287777182,94
572744,B04,SpringBoard,1287777276,16
572745,B04,com.apple.mobileslideshow-Photos,1287777424,2
572746,B04,SpringBoard,1287777426,7
572747,B04,com.apple.MobileSMS,1287777433,14
572748,B04,SpringBoard,1287777447,8
572749,B04,com.apple.MobileSMS,1287777870,31
572750,B04,SpringBoard,1287777901,1
572751,B04,com.apple.mobilesafari,1287777902,37
572752,B04,SpringBoard,1287778110,4
572753,B04,SpringBoard,1287778309,1
572754,B04,com.apple.mobilesafari,1287778310,11
572755,B04,SpringBoard,1287779860,11
572756,B04,com.apple.mobilesafari,1287779871,32
572757,B04,SpringBoard,1287779903,8
572758,B04,com.apple.mobilemail,1287779911,2
572759,B04,SpringBoard,1287779913,19
572760,B04,SpringBoard,1287780247,7
572761,B04,com.facebook.Facebook,1287780254,29
572762,B04,SpringBoard,1287780283,5
572763,B04,com.apple.MobileSMS,1287780288,133
572764,B04,SpringBoard,1287780421,710
572765,B04,SpringBoard,1287781182,4
572766,B04,SpringBoard,1287781312,12
572767,B04,com.apple.mobilecal,1287781324,7
572768,B04,com.apple.mobilemail,1287781331,22
572769,B04,com.apple.mobilesafari,1287781353,38
572770,B04,SpringBoard,1287781391,6
572771,B04,com.weather.TWC,1287781397,21
572772,B04,SpringBoard,1287781418,2
572773,B04,com.apple.MobileSMS,1287781436,14
572774,B04,com.apple.MobileSMS,1287781952,14
572775,B04,SpringBoard,1287781966,1
572776,B04,com.apple.mobilesafari,1287781967,37
572777,B04,SpringBoard,1287782004,15
572778,B04,com.chillingo.cuttheropelite,1287782362,39
572779,B04,SpringBoard,1287782401,7
572780,B04,com.apple.AppStore,1287782476,168
572781,B04,SpringBoard,1287782644,29
572782,B04,com.distinctdev.tmtlite,1287782673,801
572783,B04,SpringBoard,1287783474,265
572784,B04,com.ravenousgames.caverun,1287783739,161
572785,B04,SpringBoard,1287783900,5
572786,B04,com.apple.AppStore,1287783905,28
572787,B04,SpringBoard,1287783933,31
